ID;booking;occupation_id_desc;had_a_flight_in_last_cruise;booked_country_aggregation;AGE;LOYALTY_TOTAL_SCORE;NUMBER_OF_CRUISES;rfm_segment;is_loyalty;pcc_flag;flag_app;opener_segment;privacy_channel_email_date;privacy_channel_phone_date;privacy_channel_post_date;privacy_send_material_date;loyalty_subscribe_date;days_after_cruise_end;BKG_Channel;last_cruise_program_desc;last_cruise_duration;last_cruise_bkg_anticipation;last_paid_cabin_meta_cat_code;last_nps_segment;last_pax_type;flag_bkd_cxl_last3y;flag_opt_cxl_last3y;flag_bkd_cxl_last_month;flag_opt_cxl_last_month;num_cruises_last3y;total_gross_cru_rev_eur_mean;total_gross_obr_rev_eur_mean;sent_last_month;open_last_month;click_last_month;source_desc
3151;;;;ITALY;36;0;0;NO SEGMENT;True;0;0.0;OP_HIGH_CL_LOW;;;;;2023-04-17T00:00:00.000Z;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;
3152;;Other;True;FRANCE;68;1;1;LOST;True;0;0.0;;26/03/2018;26/03/2018;26/03/2018;26/03/2018;2012-03-13T00:00:00.000Z;1462.0;Trade;Transatlantic;18.0;185.0;I;;CAQUA;;;;;;;;;;;
3153;;;False;RUSSIA;19;0;1;NO SEGMENT;False;0;0.0;;;;;;;981.0;Trade;Northern Europe - 7 Days;6.0;112.0;V;;COSTA;;;;;;;;;;;
3154;;;False;ITALY;30;0;1;LOST;False;0;0.0;;;;;;;2098.0;Trade;Mediterranean - 7 Days;7.0;15.0;I;;BASIC;;;;;;;;;;;
3155;;;;SPAIN;29;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3156;;;False;ARGENTINA;58;0;1;LOST;False;0;0.0;;;;;19/02/2019;;1095.0;OnBoard Sales;Transatlantic;18.0;51.0;I;;COSTA;;;;;;;;;;;
3157;;;;BRAZIL;24;0;0;NO SEGMENT;False;1;0.0;;29/07/2023;29/07/2023;;29/07/2023;;;;;;0.0;;;;;;;;;;;;;;
3158;;;False;ITALY;52;0;1;0 LOW;False;0;0.0;;14/06/2023;14/06/2023;14/06/2023;14/06/2023;;4.0;Web;Mediterranean - 7 Days;7.0;23.0;I;;PROMO;;;;;1.0;599.0;81.26;;;;
3159;;Office Worker/Teacher;True;ITALY;57;1;3;LOST;True;0;0.0;NEVER_OPENER;12/06/2016;12/06/2016;12/06/2016;12/06/2016;2016-06-12T00:00:00.000Z;1405.0;OTA;Northern Europe - 7 Days;7.0;33.0;I;;BASIC;;;;;;;;5.0;0.0;0.0;
3160;;;False;SPAIN;54;0;1;LOST;False;0;0.0;;20/03/2017;20/03/2017;20/03/2017;20/03/2017;;1829.0;Trade;Mediterranean - 7 Days;7.0;69.0;V;;CCORAL;;;;;;;;;;;
3161;;;;ITALY;31;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;;;;21/10/2019;2019-10-21T00:00:00.000Z;;;;;0.0;;;;;;;;;;;1.0;0.0;0.0;CO-MKTG
3162;;;;FRANCE;45;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3163;;;False;GERMANY;71;0;1;LOST;False;0;0.0;;06/04/2014;06/04/2014;06/04/2014;06/04/2014;;2908.0;Web;Winter Med 7 Days;7.0;39.0;V;;VALUE;;;;;;;;;;;
3164;;;False;ITALY;69;0;1;LOST;False;0;0.0;;;;;;;2387.0;Trade;Mediterranean - 7 Days;7.0;293.0;I;;COSTA;1.0;0.0;0.0;0.0;;;;;;;
3165;;;False;MEDMEIA;83;0;1;LOST;False;0;0.0;;11/04/2019;12/04/2019;11/04/2019;11/04/2019;;1072.0;Trade;Mediterranean - 8/12 Days;11.0;39.0;V;;GRP;;;;;;;;;;;
3166;;;False;SPAIN;31;1762;1;0 HIGH;True;0;1.0;OP_HIGH_CL_LOW;05/11/2021;05/11/2021;05/11/2021;05/11/2021;2021-09-20T20:49:07.000Z;238.0;Trade;Mediterranean - 7 Days;7.0;49.0;I;;MYALLINC;;;;;1.0;412.53;784.58;;;;
3167;;;;ITALY;29;0;0;PROSPECT;True;0;1.0;OLD_OPENER;21/09/2018;21/09/2018;21/09/2018;21/09/2018;2018-09-21T00:00:00.000Z;;;;;0.0;;;;;;;;;;;3.0;0.0;0.0;COSTA-APP
3168;;;False;SWITZERLAND;28;0;1;LOST;False;0;0.0;;;;;07/07/2014;;2816.0;Trade;Mediterranean - 7 Days;7.0;41.0;I;;IND;;;;;;;;;;;
3169;;;False;INDIA;48;61;1;NO SEGMENT;True;0;0.0;;27/12/2019;27/12/2019;27/12/2019;27/12/2019;2019-12-29T00:00:00.000Z;823.0;Trade;Maldive 7 Days;3.0;9.0;I;;GRP;;;;;;;;;;;
3170;;;;FRANCE;18;0;0;NO SEGMENT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;
3171;;;False;ITALY;43;1;1;LOST;True;0;1.0;OP_LOW_CL_LOW;;;;06/06/2019;2019-06-06T00:00:00.000Z;1471.0;Trade;Mediterranean - 7 Days;7.0;125.0;V;Promoter;MYCRUISE;;;;;;;;3.0;2.0;1.0;
3172;;;;ITALY;51;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3173;;;;PORTUGAL;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3174;;;False;ITALY;42;0;0;PROSPECT;False;1;0.0;;24/11/2020;24/11/2020;24/11/2020;24/11/2020;;;Call Center;Mediterranean - 3/6 Days;6.0;42.0;V;;SAMBER;1.0;1.0;0.0;0.0;;;;;;;
3175;;;False;GERMANY;53;1;2;LOST;True;0;0.0;OP_HIGH_CL_LOW;27/08/2017;27/08/2017;27/08/2017;27/08/2017;2010-06-16T12:00:00.000Z;1690.0;Trade;Northern Europe - 10/14 Days;11.0;346.0;O;;PEARL;;;;;;;;0.0;0.0;0.0;
3176;;;False;EMERGING CENTRAL EUROPE;64;0;1;0 LOW;False;0;0.0;;;;;;;10.0;Trade;Mediterranean - 7 Days;7.0;101.0;I;;MYCRUISE;;;;;1.0;379.0;77.0;;;;
3177;;;;FRANCE;55;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3178;;;;NORTH AM.;59;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3179;;;;SPAIN;51;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;16/10/2022;16/10/2022;16/10/2022;16/10/2022;2022-10-16T19:15:29.000Z;;;;;0.0;;;;;;;;;;;1.0;1.0;0.0;WEB
3180;;;;ITALY;51;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3181;;;True;ITALY;67;1;2;LOST;True;0;1.0;UNDELIVERABLE;18/05/2018;18/05/2018;18/05/2018;08/03/2021;2004-09-13T00:00:00.000Z;1160.0;Trade;Emirates 7 Days;7.0;22.0;V;;PIND;;;;;;;;;;;
3182;;;;ARGENTINA;24;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3183;;;;ITALY;24;0;0;PROSPECT;True;0;0.0;;;;;23/08/2019;2017-06-14T00:00:00.000Z;;;;;0.0;;;;;;;;;;;;;;EXT-VENDOR
3184;;;;RUSSIA;62;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;
3185;;;;SPAIN;61;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;12/04/2023;12/04/2023;12/04/2023;12/04/2023;2023-04-12T09:57:04.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;WEB
3186;;;;ITALY;45;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3187;;;False;NORTH AM.;29;0;1;LOST;False;0;0.0;;;;;18/06/2019;;907.0;Trade;Mediterranean - 7 Days;7.0;113.0;V;;COSTA;1.0;0.0;0.0;0.0;;;;;;;
3188;;;False;ITALY;35;0;1;LOST;False;0;0.0;;21/07/2015;21/07/2015;21/07/2015;21/07/2015;;2437.0;Trade;Mediterranean - 7 Days;7.0;195.0;I;;MYBRONZE;;;;;;;;;;;
3189;;;False;FRANCE;54;0;1;LOST;False;0;0.0;;;;;26/05/2014;;2858.0;Trade;Mediterranean - 7 Days;7.0;21.0;I;;GRP;;;;;;;;;;;
3190;;;True;ITALY;82;0;7;3;False;0;0.0;;03/06/2016;03/06/2016;03/06/2016;03/06/2016;;11.0;Trade;Caribbean 7 Days;14.0;168.0;S;;ALSILVER;;;;;2.0;2138.55;606.0698655;;;;
3191;;;False;AUSTRIA;59;0;2;0 HIGH;False;0;0.0;;11/08/2022;11/08/2022;11/08/2022;11/08/2022;;75.0;Trade;Mediterranean - 7 Days;7.0;162.0;V;;MYALLINC;;;;;1.0;1157.1;307.8;;;;
3192;;;False;ITALY;39;0;0;PROSPECT;True;0;1.0;OP_HIGH_CL_LOW;10/05/2022;10/05/2022;10/05/2022;10/05/2022;2022-05-10T09:47:20.000Z;;Web;Mediterranean - 7 Days;7.0;122.0;I;;MYALLINC;1.0;0.0;0.0;0.0;;;;5.0;5.0;0.0;WEB
3193;;;;SWITZERLAND;35;0;0;PROSPECT;False;1;0.0;OLD_OPENER;;;;;;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;CRM
3194;;;False;RUSSIA;18;0;2;NO SEGMENT;False;0;0.0;;;;;;;844.0;Trade;Emirates 7 Days;7.0;117.0;I;;BASIC;;;;;;;;;;;
3195;;;;ITALY;42;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3196;;;;ITALY;35;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3197;;;False;FRANCE;35;1105;1;0 HIGH;True;0;1.0;NEVER_OPENER;17/03/2023;17/03/2023;17/03/2023;17/03/2023;2023-03-17T15:44:31.000Z;43.0;OTA;Caribbean 7 Days;7.0;20.0;I;;PIND;;;;;1.0;619.0;552.59;0.0;0.0;0.0;
3198;;;False;BRAZIL;54;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;South America;3.0;248.0;I;;MYCRUISE;;;;;;;;;;;RESERVATION SYSTEM
3199;;;False;NORTH AM.;42;0;1;LOST;False;0;0.0;;26/03/2018;26/03/2018;26/03/2018;26/03/2018;;1458.0;Trade;Caribbean 7 Days;7.0;60.0;I;;BASIC;;;;;;;;;;;
3200;;;False;BRAZIL;54;0;1;0 LOW;False;0;1.0;;;;;;;47.0;OTA;South America;6.0;144.0;V;;GRP;;;;;1.0;691.9378711;171.120779;;;;
3201;;;;NORTH AM.;68;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3202;;;False;ITALY;76;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;;;;28/10/2019;2019-10-28T00:00:00.000Z;;Trade;Emirates 7 Days;7.0;382.0;O;;AAMBER;1.0;0.0;0.0;0.0;;;;1.0;1.0;0.0;WEB
3203;;;False;SWITZERLAND;60;0;1;LOST;False;0;0.0;;21/07/2018;21/07/2018;21/07/2018;21/07/2018;;1341.0;Web;Mediterranean - 7 Days;7.0;181.0;V;;PROMO;;;;;;;;;;;
3204;;;;ITALY;66;0;0;PROSPECT;False;0;0.0;;04/07/2021;04/07/2021;04/07/2021;04/07/2021;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3205;;;False;SPAIN;80;0;1;0 LOW;False;0;1.0;;;;;;;66.0;Trade;Mediterranean - 7 Days;7.0;39.0;I;;GRP;;;;;1.0;470.0;259.01;;;;
3206;;;False;BRAZIL;28;0;1;LOST;False;0;1.0;;23/01/2019;23/01/2019;23/01/2019;23/01/2019;;1160.0;Trade;South America;8.0;84.0;I;;BASIC;;;;;;;;;;;
3207;;;False;ITALY;29;0;1;LOST;False;0;1.0;;02/08/2019;02/08/2019;02/08/2019;02/08/2019;;970.0;Trade;Mediterranean - 7 Days;7.0;50.0;I;;PROMO;;;;;;;;;;;
3208;;;;ITALY;29;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3209;;;;MEDMEIA;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;1.0;;;;;;;RESERVATION SYSTEM
3210;;;True;AUSTRIA;58;0;1;LOST;False;0;0.0;;17/08/2018;17/08/2018;17/08/2018;17/08/2018;;1314.0;Trade;Northern Europe - 7 Days;7.0;112.0;V;;VALUE;;;;;;;;;;;
3211;;;False;ITALY;71;2519;1;0 LOW;True;0;1.0;OP_HIGH_CL_HIGH;19/05/2023;19/05/2023;19/05/2023;19/05/2023;2023-05-13T10:22:27.000Z;18.0;Trade;Mediterranean - 7 Days;7.0;36.0;V;;GRP;;;;;1.0;750.0;209.49;1.0;1.0;0.0;
3212;;;;FRANCE;82;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;;;;14/04/2019;2019-04-14T00:00:00.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;WEB
3213;;;;ITALY;65;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3214;;;False;GERMANY;83;0;1;LOST;False;0;0.0;;23/06/2015;23/06/2015;23/06/2015;23/06/2015;;2418.0;Trade;Northern Europe - 10/14 Days;11.0;274.0;O;;GRP;;;;;;;;;;;
3215;;;False;SPAIN;67;7852;1;0 HIGH;True;1;1.0;OP_HIGH_CL_LOW;07/02/2020;07/02/2020;07/02/2020;07/02/2020;2019-10-26T00:00:00.000Z;8.0;Trade;Mediterranean - 7 Days;7.0;264.0;V;Promoter;ALSILVER;1.0;1.0;0.0;0.0;1.0;1268.9;343.16;1.0;1.0;0.0;
3216;;;False;MEDMEIA;57;0;1;LOST;False;0;0.0;;;;;;;2320.0;Trade;Mediterranean - 7 Days;12.0;42.0;O;;IND;;;;;;;;;;;
3217;;;;ITALY;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;1.0;;;;;;;RESERVATION SYSTEM
3218;;;False;U.K.;64;0;1;LOST;False;0;0.0;;13/12/2017;13/12/2017;13/12/2017;06/01/2018;;1537.0;Web;Singapore;7.0;76.0;O;;IND;;;;;;;;;;;
3219;;;True;FRANCE;77;0;1;0 HIGH;False;0;0.0;;;;;;;25.0;Trade;Caribbean 7 Days;7.0;88.0;O;;GRP;;;;;1.0;370.0;451.2;;;;
3220;;;;ITALY;58;1;0;LOST;True;0;0.0;;;;;27/05/2018;2014-03-28T12:23:37.000Z;;;;;0.0;;;;;;;;;;;;;;
3221;;;False;BRAZIL;80;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;South America;3.0;241.0;V;;MYBLUE;;;;;;;;;;;RESERVATION SYSTEM
3222;;;;ITALY;39;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3223;;;False;ITALY;57;0;1;LOST;False;0;0.0;;01/06/2018;01/06/2018;01/06/2018;01/06/2018;;1397.0;Trade;Positionings Med;4.0;8.0;I;;GRP;;;;;;;;;;;
3224;;;False;MEDMEIA;78;0;1;LOST;False;0;0.0;;;;;18/08/2018;;1305.0;Trade;Positioning Maldive;21.0;101.0;V;;COSTA;1.0;0.0;0.0;0.0;;;;;;;
3225;;;;SPAIN;34;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3226;;;False;FRANCE;53;0;1;LOST;False;0;0.0;;;;;;;998.0;Trade;Mediterranean - 7 Days;7.0;10.0;I;;ALLINCL;;;;;;;;;;;
3227;;;False;BRAZIL;65;527;1;0 LOW;True;0;1.0;OP_LOW_CL_LOW;24/12/2021;24/12/2021;24/12/2021;24/12/2021;2021-12-24T00:00:00.000Z;196.0;Trade;South America;7.0;27.0;I;;BASIC;0.0;2.0;0.0;0.0;1.0;473.5770617;318.585267;13.0;2.0;0.0;
3228;;;False;BRAZIL;69;4994;1;LOST;True;0;0.0;OP_LOW_CL_LOW;05/01/2020;05/01/2020;05/01/2020;05/01/2020;2020-01-06T00:00:00.000Z;809.0;Trade;South America;6.0;101.0;O;Neutral;COSTA;0.0;1.0;0.0;0.0;;;;13.0;0.0;0.0;
3229;;;;ITALY;53;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3230;;;False;ITALY;39;0;1;LOST;False;0;0.0;;12/10/2014;12/10/2014;12/10/2014;12/10/2014;;2719.0;Trade;Mediterranean - 7 Days;7.0;134.0;V;;HM;;;;;;;;;;;
3231;;;False;GERMANY;59;0;0;PROSPECT;True;0;0.0;NEW;26/07/2023;26/07/2023;26/07/2023;26/07/2023;2023-07-23T08:52:21.000Z;;Trade;Northern Europe - 10/14 Days;12.0;28.0;I;;PROMO;;;;;;;;1.0;0.0;0.0;RESERVATION SYSTEM
3232;;;False;SPAIN;80;0;0;PROSPECT;False;0;0.0;;;;;29/09/2019;;;Call Center;Mediterranean - 7 Days;7.0;285.0;O;;SALLINCL;1.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3233;;;;SPAIN;66;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3234;;Sales Assistant;False;SWITZERLAND;60;1;1;LOST;True;0;0.0;NEVER_OPENER;16/02/2018;16/02/2018;16/02/2018;16/02/2018;2006-01-05T12:00:00.000Z;2132.0;Trade;Northern Europe - 7 Days;7.0;178.0;I;Promoter;GRP;;;;;;;;0.0;0.0;0.0;
3235;;;;ARGENTINA;34;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;;;;29/04/2019;2019-04-29T00:00:00.000Z;;;;;0.0;;;;;;;;;;;2.0;0.0;0.0;WEB
3236;;;False;SPAIN;75;0;0;PROSPECT;False;0;1.0;;;;;;;;Other Direct;Mediterranean - 7 Days;7.0;35.0;O;;GRP;;;;;1.0;690.0;275.55;;;;RESERVATION SYSTEM
3237;;;True;ITALY;85;1;2;LOST;True;0;0.0;;30/05/2015;30/05/2015;30/05/2015;30/05/2015;2009-01-07T12:00:00.000Z;1755.0;Trade;Northern Europe - 7 Days;7.0;31.0;O;;GRP;;;;;;;;;;;
3238;;;;ITALY;41;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;09/06/2018;09/06/2018;09/06/2018;09/06/2018;2017-05-22T00:00:00.000Z;;;;;0.0;;;;;;;;;;;1.0;0.0;0.0;EXT-VENDOR
3239;;;False;U.K.;55;1;2;LOST;True;0;0.0;;23/03/2018;23/03/2018;23/03/2018;23/03/2018;2017-12-03T00:00:00.000Z;1461.0;Trade;Mediterranean - 7 Days;7.0;99.0;I;;IND;;;;;;;;;;;
3240;;;False;FRANCE;80;0;1;LOST;False;0;0.0;;23/04/2018;23/04/2018;23/04/2018;23/04/2018;;1426.0;Trade;Mediterranean - 8/12 Days;11.0;35.0;V;;GRP;;;;;;;;;;;
3241;;;;ITALY;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3242;;;;FRANCE;25;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3243;;;False;U.K.;67;1;1;LOST;True;0;0.0;OP_HIGH_CL_LOW;;;;13/09/2015;2015-09-23T13:49:36.000Z;2389.0;Call Center;Mediterranean - 7 Days;7.0;3.0;V;Detractor;IND;;;;;;;;4.0;4.0;1.0;
3244;;;;MEDMEIA;30;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3245;;;False;SCANDINAVIA (DK);64;0;1;LOST;False;0;0.0;OP_LOW_CL_LOW;21/04/2018;21/04/2018;21/04/2018;21/04/2018;;1432.0;OTA;Mediterranean - 7 Days;7.0;170.0;V;;GRP;;;;;;;;3.0;0.0;0.0;
3246;;;False;ITALY;80;0;1;LOST;False;0;0.0;;12/05/2016;12/05/2016;12/05/2016;12/05/2016;;2141.0;Trade;Mediterranean - 7 Days;7.0;36.0;I;;IND;;;;;;;;;;;
3247;;;True;ITALY;28;0;1;LOST;False;0;0.0;;;;;;;1277.0;Trade;Far East 4/5 Days;14.0;215.0;I;;CAQUA;1.0;1.0;0.0;0.0;;;;;;;
3248;;;;BRAZIL;52;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;31/01/2020;31/01/2020;;31/01/2020;2020-01-31T00:00:00.000Z;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;0.0;0.0;0.0;RESERVATION SYSTEM
3249;;;;ITALY;44;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;16/11/2022;16/11/2022;16/11/2022;16/11/2022;2022-11-16T06:04:37.000Z;;;;;0.0;;;;;;;;;;;2.0;0.0;0.0;WEB
3250;;;;ITALY;40;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3251;;;;ITALY;39;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
3252;;;False;SPAIN;50;0;1;LOST;False;0;0.0;NEVER_OPENER;14/07/2017;14/07/2017;14/07/2017;14/07/2017;;1717.0;Trade;Mediterranean - 7 Days;7.0;111.0;V;;COSTA;;;;;;;;;;;
3253;;;;ITALY;48;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;01/09/2022;01/09/2022;01/09/2022;01/09/2022;2022-09-01T20:11:40.000Z;;;;;0.0;;;;;;;;;;;4.0;0.0;0.0;WEB
3254;;;False;GERMANY;73;0;1;0 LOW;False;0;1.0;;12/01/2020;12/01/2020;12/01/2020;12/01/2020;;7.0;Trade;Mediterranean - 8/12 Days;10.0;110.0;V;;GRP;1.0;0.0;0.0;0.0;1.0;705.0;254.0;;;;
3255;;;;ITALY;47;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3256;;;False;RUSSIA;59;0;1;0 HIGH;False;0;0.0;;14/09/2022;14/09/2022;14/09/2022;14/09/2022;;18.0;Trade;Positionings N.E.;11.0;471.0;V;;MYALLINC;;;;;1.0;1269.02;582.23;;;;
3257;;Other;False;ARGENTINA;43;1;2;LOST;True;0;0.0;OP_LOW_CL_LOW;04/01/2016;04/01/2016;04/01/2016;04/01/2016;2011-04-11T00:00:00.000Z;2590.0;;South America;1.0;6.0;I;;GRP;;;;;;;;2.0;0.0;0.0;
3258;;;False;ITALY;40;0;0;PROSPECT;False;0;0.0;OP_LOW_CL_LOW;;;;;;;Trade;Mediterranean - 7 Days;7.0;145.0;V;;MYALLINC;;;;;;;;2.0;0.0;0.0;RESERVATION SYSTEM
3259;;Tradesman/Artisan/Indipendent Agent;False;ITALY;74;1;4;LOST;True;0;0.0;OP_HIGH_CL_LOW;13/04/2017;13/04/2017;13/04/2017;09/03/2021;2010-12-22T11:03:05.000Z;1180.0;Trade;Mediterranean - 7 Days;7.0;17.0;I;Promoter;GRP;;;;;;;;7.0;5.0;1.0;
3260;;;False;RUSSIA;42;4718;1;LOST;True;0;0.0;;;;;10/09/2019;2019-09-12T00:00:00.000Z;927.0;Trade;Mediterranean - 7 Days;7.0;34.0;V;;COSTA;;;;;;;;;;;
3261;;;;ITALY;55;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;;;;19/08/2019;2019-08-19T00:00:00.000Z;;;;;0.0;;;;;;;;;;;1.0;1.0;0.0;WEB
3262;;;False;SCANDINAVIA (DK);22;0;1;NO SEGMENT;False;0;0.0;;;;;;;2433.0;OTA;Mediterranean - 7 Days;7.0;219.0;I;;BASIC;1.0;0.0;0.0;0.0;;;;;;;
3263;;;False;ITALY;87;1631;2;0 LOW;True;0;0.0;OP_HIGH_CL_LOW;20/11/2022;20/11/2022;20/11/2022;20/11/2022;2010-01-25T12:00:00.000Z;3.0;Trade;Mediterranean - 3/6 Days;4.0;4.0;O;;WELALLIN;;;;;1.0;196.2;159.0;1.0;1.0;0.0;
3264;;;True;GERMANY;56;0;1;LOST;False;0;0.0;;;;;20/01/2014;;2984.0;Trade;Emirates 7 Days;7.0;23.0;I;;VALUE;0.0;1.0;0.0;0.0;;;;;;;
3265;;;;FRANCE;58;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
3266;;;;BRAZIL;68;0;0;PROSPECT;False;0;0.0;;11/07/2022;11/07/2022;11/07/2022;11/07/2022;;;;;;0.0;;;;;;;;;;;;;;COSTA-APP
3267;;;False;U.K.;37;1;1;LOST;True;0;0.0;OP_HIGH_CL_LOW;17/04/2019;17/04/2019;17/04/2019;17/04/2019;2017-02-15T00:00:00.000Z;1664.0;Web;Northern Europe - 10/14 Days;11.0;192.0;V;Detractor;AMBER;;;;;;;;0.0;0.0;0.0;
3268;;;False;SPAIN;28;0;1;0 LOW;False;0;1.0;;29/05/2023;29/05/2023;29/05/2023;29/05/2023;;28.0;Web;Mediterranean - 7 Days;7.0;47.0;I;;PIND;;;;;1.0;779.0;341.99;;;;
3269;;;True;SPAIN;69;0;1;LOST;False;0;0.0;OLD_OPENER;29/06/2019;29/06/2019;29/06/2019;29/06/2019;;998.0;Trade;Northern Europe - 7 Days;7.0;145.0;I;;BASIC;;;;;;;;;;;
3270;;;False;ITALY;77;0;1;LOST;False;0;0.0;;15/09/2018;15/09/2018;15/09/2018;15/09/2018;;1285.0;Web;Mediterranean - 7 Days;7.0;46.0;I;;BASIC;;;;;;;;;;;
3271;;;False;HOLLAND;57;3142;5;LOST;True;0;0.0;OP_HIGH_CL_LOW;27/01/2020;27/01/2020;27/01/2020;27/01/2020;2016-12-02T00:00:00.000Z;779.0;Web;Mediterranean - 7 Days;7.0;26.0;I;;CPEARL;1.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;
3272;;;False;SPAIN;37;0;1;LOST;False;0;0.0;;26/10/2015;26/10/2015;26/10/2015;26/10/2015;;2340.0;OTA;Mediterranean - 7 Days;7.0;28.0;V;;VALUE;;;;;;;;;;;
3273;;;False;ITALY;53;150;0;PROSPECT;True;0;1.0;OP_LOW_CL_LOW;04/08/2020;04/08/2020;04/08/2020;04/08/2020;2020-08-04T00:00:00.000Z;;Trade;Mediterranean - 7 Days;7.0;33.0;O;;PROMO;0.0;3.0;0.0;0.0;1.0;1239.0;509.73;1.0;0.0;0.0;RESERVATION SYSTEM
3274;;;;SPAIN;46;0;0;PROSPECT;True;0;1.0;OLD_OPENER;10/05/2018;10/05/2018;10/05/2018;10/05/2018;2018-05-10T00:00:00.000Z;;;;;0.0;;;;;;;;;;;3.0;0.0;0.0;COSTA-APP
3275;;;;BRAZIL;29;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
